RowID,Cluster Title,Story Title,Story Summary,Owner,AI Captured Date & Time,Assigned Date & Time,Moved to Not Impactful (Owner),Date & Time when moved to Not Impactful,Suppliers,Linked Stories,Event Classification,Not Impactful Feedback,Feedback
101,Industrial deal tensions at Clifton Heritage Authority,Industrial deal tensions at Clifton Heritage Authority,"Negotiations between BCPOU and Clifton Heritage Authority stalled over staff concerns about management, leaving employees without a completed industrial agreement for over two months; safety issues include prolonged power outages, inadequate lighting, lack of PPE and salary scale disparities.  A ministerial meeting was convened to resolve issues.",Abeer Khan,2026-09-07 16:27:26.389,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"MAS COMMUNICATIONS, AT, HERITAGE, T C, PRESIDENT, AND, BY, INDUSTRIAL, CE LINK",0.0,Non-Event,,AGREED
102,Payroll Executive Sued For Client Poaching Via LinkedIn - Law360,Payroll Executive Sued For Client Poaching Via LinkedIn - Law360,"A workforce management company sued its former sales manager and a competitor, alleging the executive used LinkedIn to poach clients from his former employer; potential customer loss and legal risks may affect business operations.",Abeer Khan,2026-09-07 16:27:24.814,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"WORKFORCE, LINKEDIN, T C, COMPANY H, CE LINK, FORCE MANAGEMENT, COMPANY, VIA",0.0,Non-Event,,AGREED
103,Noida Sector 53 Residents Endure 10-Day Power Crisis Following Cable Fault,Noida Sector 53 Residents Endure 10-Day Power Crisis Following Cable Fault,"Residents of Noida Sector 53 have spent the last 10 days dealing with persistent power supply issues, triggered by a damaged underground cable that forced the local electricity department to reroute...",Abeer Khan,2026-09-07 16:27:24.313,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"THAT, A, CABLE, BY, DAYS, LOCAL, CE LINK",0.0,Event,,AGREED
104,AIRCRAFT ACCIDENT Plane crash in Miami involving an Amazon aircraft leaves five dead,AIRCRAFT ACCIDENT Plane crash in Miami involving an Amazon aircraft leaves five dead,"...Miami e matou 5 pessoas

Pelo menos cinco pessoas morreram em um acidente com um avi&atilde;o de carga da Amazon Prime Air no Aeroporto Internacional de Miami neste domingo (6). A aeronave ultrapassou...",Ayush Bhartwal,2026-09-07 16:25:19.830,2026-09-07 17:35:09.136,Ayush Bhartwal,2026-09-07 17:55:29.600,"NO, A, AMAZON, PRIME, PRIME AIR, E, 5, NESTE, AMAZON DE, CE LINK",0.0,Event,,AGREED
105,"September 01, 2026: Walmart expands recall of organic frozen berries tied to E. coli outbreak, FDA classifies highest risk","September 01, 2026: Walmart expands recall of organic frozen berries tied to E. coli outbreak, FDA classifies highest risk",The U.S. Food and Drug Administration said more frozen organic berries are being recalled in connection with a multistate E. coli outbreak. The expanded recall now covers organic frozen mixed...,Abeer Khan,2026-09-07 16:24:22.401,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"CONNECTION, A, FDA, ADMINISTRATION, WALMART, AND, NOW, RECALL, FOOD AND DRUG ADMINISTRATION, CE LINK",0.0,Event,,AGREED
106,"September 03, 2026: Foodborne outbreak and recalls prompt scrutiny of government support for health agencies","September 03, 2026: Foodborne outbreak and recalls prompt scrutiny of government support for health agencies","Jalapenos, frozen berries, beef and alfalfa sprouts were among the recalled items.

A summer of recalls has raised fears of foodborne illness, notably the record-shattering cyclosporiasis outbreak...",Abeer Khan,2026-09-07 16:24:20.244,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"A, AND, CE LINK",0.0,Non-Event,,AGREED
107,NTSB to provide more details on deadly Amazon cargo plane crash at Miami International Airport,NTSB to provide more details on deadly Amazon cargo plane crash at Miami International Airport,"An Amazon-operated Boeing 767-300 cargo flight (21 Air Flight 7598) overran runway 12/30 at Miami International Airport on Sept 7, 2026, killing at least five, injuring five, striking multiple vehicles and causing a fuel leak; investigations ongoing.",Abeer Khan,2026-09-07 16:23:29.133,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"MIAMI INTERNATIONAL AIRPORT, A, AMAZON, PRIME, AT, BE, PRIME AIR, AIRPORT, AND, AMI INTERNATIONAL, INTERNATIONAL, CE LINK",7.0,Event,,AGREED
108,NTSB to provide more details on deadly Amazon cargo plane crash at Miami International Airport,Video: Plane crash at Miami Airport left at least five people dead,"An Amazon-operated Boeing 767-300 cargo plane operated by 21 Air veered off the runway during landing at Miami International Airport on 2026-09-07, colliding with vehicles; at least five people were killed and five injured; FAA and NTSB investigating.",Abeer Khan,2026-09-07 16:39:32.514,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"AMAZON, EL, AL, CE LINK",7.0,Event,,AGREED
109,NTSB to provide more details on deadly Amazon cargo plane crash at Miami International Airport,Audio: firefighters respond to deadly Amazon cargo plane crash - Main Stream Videos,"An Amazon cargo plane overran a runway at Miami International Airport on Sept 7, 2026, killing five; Miami-Dade Fire Rescue responded and the incident likely disrupted airport operations and flights.",Abeer Khan,2026-09-07 16:49:19.694,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"AMAZON, AN, CE LINK",7.0,Event,,AGREED
110,NTSB to provide more details on deadly Amazon cargo plane crash at Miami International Airport,Authorities are investigating whether an Amazon plane landed too late before the crash that left five dead,"A Boeing 767 cargo aircraft operated by 21 Air for Amazon overran the runway while landing at Miami International Airport on Sept 7, 2026, struck vehicles, caught fire, causing five deaths, five injuries, and major airport disruptions with 160+ cancellations and ~325 delays.",Abeer Khan,2026-09-07 16:39:32.086,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"AMAZON, LA, EL, CE LINK, LAS",7.0,Event,,AGREED
111,NTSB to provide more details on deadly Amazon cargo plane crash at Miami International Airport,LIVE NOW: View of the road leading to Miami airport after plane crash killed five people,"On September 7, an Amazon Prime Air Boeing 767 overran a runway at Miami airport, killing five people and causing an airport disruption at the runway area.",Abeer Khan,2026-09-07 16:39:22.068,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"A, AMAZON, PRIME, FIVE, BOEING, PRIME AIR, AIRPORT, AND, PEOPLE, T I, CE LINK, ON",7.0,Event,,AGREED
112,NTSB to provide more details on deadly Amazon cargo plane crash at Miami International Airport,Amazon plane crash in Miami: the hypotheses and questions surrounding the tragedy,"On Sept 6 a Boeing 767-300 operated by 21 Air for Amazon Prime Air veered off the runway at Miami International Airport, hitting vehicles and catching fire; five dead, five injured; runways/taxiways closed, 160+ cancellations and ~325 delays.",Abeer Khan,2026-09-07 16:27:31.486,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"AMAZON, LA, EL, Y, CE LINK, LAS",7.0,Event,,AGREED
113,NTSB to provide more details on deadly Amazon cargo plane crash at Miami International Airport,Amazon cargo plane crash in Miami results in five deaths and temporarily suspends operations at the airport,"An Amazon-operated cargo Boeing 767 overshot runway 30 at Miami International Airport on 2026-09-06, causing a large fire, five fatalities, damaged navigation equipment, suspension of ground operations for ~3 hours and continuing delays while the aircraft remained immobilized.",Abeer Khan,2026-09-07 16:25:18.854,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"NO, AMAZON, NA, E, NESTE, CE LINK",7.0,Event,,AGREED
