RowID,Cluster Title,Story Title,Story Summary,Owner,AI Captured Date & Time,Assigned Date & Time,Moved to Not Impactful (Owner),Date & Time when moved to Not Impactful,Suppliers,Linked Stories,Event Classification,Not Impactful Feedback,Feedback
601,Fire in hazelnut orchard in Düzce!,Fire in hazelnut orchard in Düzce!,"A fire set in a hazelnut orchard in Aydinpinar Village, Duzce, Turkey spread to adjacent forest. Firefighters, Forestry Directorate, AFAD, tanker teams, and municipal support are fighting the fire; helicopter aid may be requested.",Abeer Khan,2026-09-07 13:48:29.442,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,CE LINK,0.0,Non-Event,,AGREED
602,"Marten knocks out 8,000 households simultaneously in Vorarlberg","Marten knocks out 8,000 households simultaneously in Vorarlberg","A marten climbed onto a transformer at the Frastanz substation in Vorarlberg, Austria, causing a short circuit that cut power to about 8,000 households between Frastanz and Nenzing; power was restored after three minutes forty seconds and repairs followed.",Abeer Khan,2026-09-07 13:47:20.396,2026-09-07 14:34:01.140,Abeer Khan,2026-09-07 14:36:10.597,"IM, SEI, T I, CE LINK",0.0,Event,,AGREED
603,China Halts New Battery Storage Factory Approvals to Curb Overcapacity,China Halts New Battery Storage Factory Approvals to Curb Overcapacity,"China has temporarily suspended approvals for new battery energy storage manufacturing projects to address sector saturation. This policy shift, paired with new consumption taxes and efficiency...",Deepika Rao,2026-09-07 13:46:36.430,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"ENERGY STORAGE, PROJECTS, CHINA, AND, MANUFACTURING, CE LINK",0.0,Non-Event,,AGREED
604,Gov’t Targets Illegal Mining,Gov’t Targets Illegal Mining,"...to fully deploy a multi-agency task force to crack down on illegal mining, strengthen regulatory compliance and protect the country&rsquo;s mineral resources amid concerns over illic...",Deepika Rao,2026-09-07 13:46:35.977,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"A, OVER, TASK, STRENGTHEN, AND, CE LINK, ON",0.0,Non-Event,,AGREED
605,Acquisition of Usage Rights and Maintenance Services for Transmission Diagnostic Software,Acquisition of Usage Rights and Maintenance Services for Transmission Diagnostic Software,"Company : SOCI&Eacute;T&Eacute; DE TRANSPORT DE MONTR&Eacute;AL 

 Address : Attn: Malenfant S&eacute;bastien Tel: (514) 350-0800 

 Email : sebastien.malenfant@stm.info 

 Country : Canada 

 Location : Canada 

 Tender_No...",Deepika Rao,2026-09-07 13:46:35.355,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"TRANSMISSION, CANADA, AND, CE LINK, COMPANY",0.0,Non-Event,,AGREED
606,Federal government appoints Muhammad Arif as acting President of agricultural development bank,Federal government appoints Muhammad Arif as acting President of agricultural development bank,...of the governments wider efforts to streamline the functioning of the state-owned bank before its proposed sale. The sources said that maintaining stable leadership during the privatization process...,Deepika Rao,2026-09-07 13:46:34.755,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"THAT, AS, PRESIDENT, MUHAMMAD ARIF, DURING, THE SOURCE, CE LINK",0.0,Non-Event,,AGREED
607,"Hammad Khalid Steps In as New President, CEO of MCB Islamic Bank","Hammad Khalid Steps In as New President, CEO of MCB Islamic Bank","...Khalid has been appointed President and Chief Executive Officer of MCB Islamic Bank, marking a leadership transition at one of the countrys leading Islamic banking institutions. He succeeds Zargham...",Deepika Rao,2026-09-07 13:46:33.678,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"A, AS, AT, PRESIDENT, AND, CE LINK",0.0,Non-Event,,AGREED
608,"UN rights chief urges halt to arms transfers to Israel, business supporting illegal settlements","UN rights chief urges halt to arms transfers to Israel, business supporting illegal settlements","...Israel that risk being used to violate international law, and called on companies to stop business practices supporting illegal settlements.

Speaking at the opening of the 63rd session of the...",Deepika Rao,2026-09-07 13:46:33.130,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"THAT, AT, AND, INTERNATIONAL, CE LINK, ON",0.0,Non-Event,,AGREED
609,Fino Payments Bank appoints Amit Kumar as Head – Branch Banking,Fino Payments Bank appoints Amit Kumar as Head – Branch Banking,"...Management Studies

MBA (Marketing &amp; Strategy Management) from Birla Institute of Management Technology, New Delhi

Executive Management Program in Banking &amp; Finance from IIM

Kumar has previously...",Deepika Rao,2026-09-07 13:46:32.667,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"BRANCH, AS, NT TECHNO, CE LINK",0.0,Non-Event,,AGREED
610,Egypt Accelerates Energy Transition with Chinese Companies Becoming Key Force,Egypt Accelerates Energy Transition with Chinese Companies Becoming Key Force,"...Africa and Europe. For Egypt, developing new energy is not only about emissions reduction, but also about energy security and industrial upgrading. For Chinese enterprises, this means a larger...",Deepika Rao,2026-09-07 13:46:32.267,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"A, AND, IS, INDUSTRIAL, CE LINK",0.0,Non-Event,,AGREED
611,Closing Russia’s Diplomatic Back Door: Poland Targets Moscow’s Intelligence Infrastructure in Europe - Europe,Closing Russia’s Diplomatic Back Door: Poland Targets Moscow’s Intelligence Infrastructure in Europe - Europe,"Poland urged an EU-wide reduction of Russia's diplomatic presence to disrupt intelligence infrastructure, proposing expulsions, restricting diplomats' cross-border mobility and tighter visas to hinder Russian hybrid operations across Schengen.",Abeer Khan,2026-09-07 13:46:31.925,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"EUROPE, AT, CHANNEL, LOCAL, IS, CE LINK, LAYERS",0.0,Non-Event,,AGREED
612,Madukkarai residents petition Coimbatore Collector over cement dust pollution,Madukkarai residents petition Coimbatore Collector over cement dust pollution,"Over 200 residents in Kurumbapalayam near Madukkarai petitioned the Coimbatore Collector on Sept 7, 2026, alleging cement dust from a local factory is settling on homes, fields and produce, harming crops, livestock and causing health issues; they held a protest and demanded inspection.",Abeer Khan,2026-09-07 13:46:31.362,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"THAT, A, OVER, T C, CE LINK, ON",0.0,Non-Event,,AGREED
