RowID,Cluster Title,Story Title,Story Summary,Owner,AI Captured Date & Time,Assigned Date & Time,Moved to Not Impactful (Owner),Date & Time when moved to Not Impactful,Suppliers,Linked Stories,Event Classification,Not Impactful Feedback,Feedback
201,"Indonesia: Anak Krakatau's Continuous Eruptions Have Ended, Volcanic Activity Has Declined and Continues to Be Monitored","Indonesia: Anak Krakatau's Continuous Eruptions Have Ended, Volcanic Activity Has Declined and Continues to Be Monitored","Key Highlights:

* Anak Krakatau's continuous eruption ends after 25 hours

* Volcanic activity decreases, monitored at Level III (Siaga)

* Potential danger of eruptions, heavy ashfall, and...",Deepika Rao,2026-09-07 15:30:20.349,2026-09-07 16:19:50.324,Deepika Rao,2026-09-07 16:29:44.317,"AT, BE, POTENTIAL, AND, *, CE LINK",0.0,Event,,AGREED
202,"Japan: Heavy rains lash the country, more than 3,600 educational institutions closed","Japan: Heavy rains lash the country, more than 3,600 educational institutions closed","Typhoon-related heavy rain on September 7, 2026, hit eastern Japan (notably Tokyo and Oshima), causing landslide warnings, railway suspensions affecting over 140,000 passengers, and closure of 3,661 schools across 11 prefectures; one fatality reported.",Abeer Khan,2026-09-07 15:30:19.765,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,CE LINK,0.0,Event,,AGREED
203,"Volkswagen will convert a car factory to air defense to preserve 1,400 jobs in Germany","Volkswagen will convert a car factory to air defense to preserve 1,400 jobs in Germany","...d&eacute;fense a&eacute;rienne: le g&eacute;ant Volkswagen a annonc&eacute; lundi la reconversion de son usine d&rsquo;Osnabr&uuml;ck (ouest), symbole du virage de l&rsquo;industrie automobile allemande en crise vers le secteur florissant...",Abeer Khan,2026-09-07 15:30:18.876,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"A, LA, VOLKSWAGEN, CE LINK",0.0,Event,,AGREED
204,"September 03, 2026: U.S. Refineries Run Near Peak Utilization Amid Global Supply Disruptions","September 03, 2026: U.S. Refineries Run Near Peak Utilization Amid Global Supply Disruptions","...Middle East and attacks on Russian refining infrastructure have trimmed global fuel production, sending more demand toward U.S. refiners.

The EIA said second-quarter disruptions contributed...",Deepika Rao,2026-09-07 15:29:30.365,2026-09-07 16:19:50.324,Deepika Rao,2026-09-07 16:29:44.317,"GLOBAL SUPPLY, AND, GLOBAL, PEAK, CE LINK, ON",0.0,Event,,AGREED
205,Garuda Construction & Engineering's arm inks pact with Almasarat Company,Garuda Construction & Engineering's arm inks pact with Almasarat Company,"...the project period.

Garuda Construction &amp; Engineering is civil construction and engineering company based in Mumbai. It provides end to end civil construction for residential, commercial, residential...",Deepika Rao,2026-09-07 15:29:28.434,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"T C, AND, G COMPANY, IS, END, ARM, COMPANY B, CE LINK, ENGINEERING, COMPANY, ENGINEERING COM",0.0,Non-Event,,AGREED
206,Amazon cargo plane crash at Miami airport kills five,Amazon cargo plane crash at Miami airport kills five,"Emergency crews responded to the burning aircraft as authorities launched an investigation into the deadly Miami airport crash.

Miami: An Amazon Air cargo plane has crashed while attempting...",Deepika Rao,2026-09-07 15:29:19.602,2026-09-07 16:19:50.324,Deepika Rao,2026-09-07 16:29:44.317,"AS, AMAZON, FIVE, AT, AIRPORT, T C, AIR CAR, AN, CE LINK",0.0,Event,,AGREED
207,"In the wake of the Anak Krakatau eruption, the airport is closed and tickets will be refunded, here is Dudy's explanation","In the wake of the Anak Krakatau eruption, the airport is closed and tickets will be refunded, here is Dudy's explanation",Anak Krakatau erupted producing volcanic ash that led authorities to temporarily close several Indonesian airports until 24:00 WIB to clean runways and aircraft; airlines will process 100% ticket refunds for affected passengers.,Abeer Khan,2026-09-07 15:29:19.094,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,CE LINK,1.0,Event,,AGREED
208,"In the wake of the Anak Krakatau eruption, the airport is closed and tickets will be refunded, here is Dudy's explanation",Indonesian airports remain closed after Anak Krakatau eruption,"Anak Krakatau erupted, spewing ash that forced closure of Indonesian airports (seven closed), causing flight cancellations and affecting hundreds of thousands of travelers.",Abeer Khan,2026-09-07 16:42:29.897,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"THAT, THE WORLD, CE LINK, ON",1.0,Event,,AGREED
209,Outvertising Appoints Tash Beecher as CEO | LBBOnline,Outvertising Appoints Tash Beecher as CEO | LBBOnline,"Outvertising appointed Tash Beecher as CEO, succeeding Chris Dunne after his two-year tenure; Beecher will expand the group's creative-led advocacy and focus on Black and Brown LGBTQIA+ inclusion.",Abeer Khan,2026-09-07 15:28:29.478,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"AS, CHRIS, CE LINK",0.0,Event,,AGREED
210,Chris Sykes secures £1.2m forfeiture against fraudulent care providers,Chris Sykes secures £1.2m forfeiture against fraudulent care providers,"Civil forfeiture proceedings in the UK resulted in £1.2m seized from a network of fraudulent care providers who made industrial-scale visa fraud, falsely claimed carers, charged inflated fees and undeclared millions to HMRC.",Deepika Rao,2026-09-07 15:28:29.177,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"THAT, CHRIS, T C, SYKES, VISA, AN, INDUSTRIAL, CARE, CE LINK, ON",0.0,Non-Event,,AGREED
211,The Groundwater Law That Set North India's Air on Fire,The Groundwater Law That Set North India's Air on Fire,"...harvested, fields are cleared by burning for the next wheat crop, and smoke settles over the Indo-Gangetic plain until Delhi's air turns hazardous. The causes are treated most years as a farming...",Deepika Rao,2026-09-07 15:28:28.820,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"THAT, OVER, A, AS, NORTH, T C, BY, NEXT, AND, CE LINK, ON",0.0,Non-Event,,AGREED
212,"Russian attack on Pryluky, American tobacco factory in flames; firefighters working to extinguish the fire. No injuries.","Russian attack on Pryluky, American tobacco factory in flames; firefighters working to extinguish the fire. No injuries.","(ANSA) - 07 SET - Un incendio &egrave; scoppiato in una  fabbrica di tabacco nella citt&agrave; di Pryluky, nell'area di  Chernihiv, a seguito di un attacco russo. La fabbrica fa parte  della multinazionale...",Deepika Rao,2026-09-07 15:28:26.751,2026-09-07 16:19:50.324,Deepika Rao,2026-09-07 16:29:44.317,"A, LA, E FAB, I, AL, DELLA, CE LINK",0.0,Event,,AGREED
213,Rising wildfire smoke deepen global air quality concerns,Rising wildfire smoke deepen global air quality concerns,"...widespread in the atmosphere.

The wildfire particulate matter is particularly harmful because smoke contains numerous toxic chemicals. Inhalation can trigger inflammation throughout the body...",Deepika Rao,2026-09-07 15:28:21.042,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"IC CHEMICAL, QUALITY, GLOBAL, IS, GLOBAL AIR, CE LINK",0.0,Non-Event,,AGREED
214,Landhi EPZ fire: Flames spread to adjoining building as blaze remains uncontrolled,Landhi EPZ fire: Flames spread to adjoining building as blaze remains uncontrolled,"A factory in Karachi's Landhi Export Processing Zone caught fire at 1:45 PM, spreading to an adjacent building. Firefighters controlled half the blaze; significant collapse occurred and full control may take several hours to days.",Abeer Khan,2026-09-07 15:28:20.457,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"THAT, A, AS, AND, CE LINK",2.0,Event,,AGREED
215,Landhi EPZ fire: Flames spread to adjoining building as blaze remains uncontrolled,Seven Injured in Karachi Garments Factory Fire - News Directory 3,"A fire started in the basement of MashaAllah Factory in Landhi Export Processing Zone, Karachi, gutted the garments plant, caused structural collapse, spread to three neighboring industrial units, injured seven people, and prompted large firefighting response; cause under investigation.",Abeer Khan,2026-09-07 16:09:24.058,2026-09-07 16:50:15.197,Abeer Khan,2026-09-07 16:57:51.187,"A, PORT, T C, HI G, PEOPLE, CE LINK, ON",2.0,Event,,AGREED
216,Diplomatic pressure in Kyiv under Russian fire: high-level contacts as Moscow escalates aerial terror,Diplomatic pressure in Kyiv under Russian fire: high-level contacts as Moscow escalates aerial terror,"Russia has escalated aerial attacks on Ukraine, deploying jet-powered kamikaze drones and increasing missile production, causing civilian casualties, power and water outages in Donetsk, and prompting diplomatic visits to Kyiv focused on energy and reconstruction.",Deepika Rao,2026-09-07 15:27:31.502,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"A, LA, EL, Y, CE LINK, LAS",1.0,Non-Event,,AGREED
