RowID,Cluster Title,Story Title,Story Summary,Owner,AI Captured Date & Time,Assigned Date & Time,Moved to Not Impactful (Owner),Date & Time when moved to Not Impactful,Suppliers,Linked Stories,Event Classification,Not Impactful Feedback,Feedback
1001,CICC: The share-swap merger will trigger the A-share dissenting shareholders' acquisition request right_7x24 Finance News_Sina,"CICC approved to merge with Xinda Securities and Dongxing Securities, trading suspension from September 15","China International Capital Corporation (CICC) received CSRC approval to absorb Dongxing Securities and Xinda Securities via share-swap; the firms' A-shares will be suspended from trading from Sept 15, 2026 and proceed to delisting; post-merger ownership stakes and lock-up terms disclosed.",Deepika Rao,2026-09-07 15:06:28.283,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,CE LINK,3.0,Non-Event,,AGREED
1002,CICC: The share-swap merger will trigger the A-share dissenting shareholders' acquisition request right_7x24 Finance News_Sina,"CICC: Merger approval received, A-share stocks will be consecutively suspended from market open on September 15 - CFi.CN China Finance Online","CICC announced that the China Securities Regulatory Commission approved a share-exchange absorption merger involving Dongxing Securities and Xinda Securities; A-share trading will be suspended from market open on September 15, 2026 to implement dissenting shareholders' acquisition requests.",Deepika Rao,2026-09-07 13:24:22.329,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"1, CE LINK",3.0,Non-Event,,AGREED
1003,Multistate Recall Issued For Ready,Multistate Recall Issued For Ready,"USDA FSIS announced a multistate recall of about 1,513 pounds of imported ready-to-eat pork guanciale produced in Italy and imported in July due to Listeria monocytogenes detected during routine reinspection; products distributed to multiple US states.",Deepika Rao,2026-09-07 12:22:25.448,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"OVER, BE, E ON, AND, RECALL, CE LINK, ON",0.0,Non-Event,,AGREED
1004,Customs intelligence intercepts 5 suspected fake export consignments | Business,Customs intelligence intercepts 5 suspected fake export consignments | Business,"Customs intelligence in Chattogram intercepted and held five suspected fake export consignments declared by Valmont Fashions Ltd., valued at US$438,304 (121,175 kg), after Isak Brothers inland depot could not produce the goods; investigation ongoing.",Deepika Rao,2026-09-07 12:22:21.509,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"CUSTOMS, 5, T C, CE LINK",0.0,Non-Event,,AGREED
1005,NCP administrators in talks to sell scores of car park sites,NCP administrators in talks to sell scores of car park sites,"NCP entered administration and administrators are in advanced talks to sell most of the business, with Martin Property Group the preferred bidder for about 100 UK car park sites after collapse due to inflexible leases, changed commuting patterns and trading losses.",Deepika Rao,2026-09-07 12:21:28.758,2026-09-07 14:18:11.625,Deepika Rao,2026-09-07 14:24:46.970,"AS, MARTIN, CE LINK",0.0,Event,,AGREED
1006,Five dead as Amazon plane bursts into flames in Miami -Everything we know so far,Five dead as Amazon plane bursts into flames in Miami -Everything we know so far,"...Five dead as amazon cargo plane crashes at Miami airport                   

                                            An Amazon cargo plane skidded off the runway and erupted into flames at...",Garima Sinha,2026-09-07 12:20:30.272,2026-09-07 12:41:28.634,Garima Sinha,2026-09-07 12:43:54.195,"AS, AMAZON, FIVE, AT, AIRPORT, AND, AN, CE LINK",0.0,Non-Event,,AGREED
1007,"A fire incident suspected to have been caused by the product occurred with the Pixel 6a; the Consumer Affairs Agency announced it as a ""serious product accident of consumer products"".","A fire incident suspected to have been caused by the product occurred with the Pixel 6a; the Consumer Affairs Agency announced it as a ""serious product accident of consumer products"".","On June 29, 2025 in Osaka Prefecture, a Pixel 6a overheated while charging with a third-party cable and adapter, causing a fire that burned the device and surroundings and caused minor injuries; Consumer Affairs Agency designated it a serious product accident (A202500315).",Deepika Rao,2026-09-07 12:18:30.409,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,CE LINK,0.0,Non-Event,,AGREED
1008,Warehouse fire in Tarim renews urgent plea for a fire truck,Warehouse fire in Tarim renews urgent plea for a fire truck,"A warehouse fire in Tarim, Yemen, was inspected by the Tarim director; Civil Defense and citizens controlled and extinguished it. The director renewed an urgent appeal for an equipped fire truck to improve response and protect lives and property.",Deepika Rao,2026-09-07 12:18:26.617,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"AI, CE LINK",0.0,Non-Event,,AGREED
1009,"Pork sold in NY, NJ recalled for Listeria: USDA","Pork sold in NY, NJ recalled for Listeria: USDA","USDA FSIS recalled over 1,500 lbs of imported Guanciale dry-cured pork jowl (Lot 263311US) produced by Bome SRL in Italy and distributed by Ferrarini USA, Inc., after a reinspection test detected Listeria.",Deepika Rao,2026-09-07 12:18:20.318,2026-09-07 14:18:11.625,Deepika Rao,2026-09-07 14:24:46.970,"--, OVER, A, POTENTIAL, YORK, AND, NJ, CE LINK",2.0,Event,,AGREED
1010,"Pork sold in NY, NJ recalled for Listeria: USDA",Broward and New Jersey companies recall pork that might have listeria,"Prime Line Distributors (Hollywood, FL) and Ferrarini USA (Hoboken, NJ) recalled 1,513 pounds of ready-to-eat guanciale pork jowl after USDA import re-inspection found Listeria monocytogenes; products distributed to multiple US states.",Deepika Rao,2026-09-07 13:21:19.671,2026-09-07 14:18:11.625,Deepika Rao,2026-09-07 14:24:46.970,"THAT, A, PRIME, AND, RECALL, CE LINK",2.0,Event,,AGREED
1011,Expelled from the Party: Chairman of Hanoi Construction Corporation,Expelled from the Party: Chairman of Hanoi Construction Corporation,Central Inspection Commission expelled Hancorp chairman Đậu Văn Diện and deputy general director Nguyễn Đức Toàn from the Party; Diện was previously suspended in June. Hancorp is a state-linked construction firm involved in Long Thành Airport projects.,Deepika Rao,2026-09-07 12:17:36.723,2026-09-07 13:46:03.798,Deepika Rao,2026-09-07 13:48:00.161,"TY, CE LINK",0.0,Non-Event,,AGREED
