RowID,Cluster Title,Story Title,Story Summary,Owner,AI Captured Date & Time,Assigned Date & Time,Moved to Not Impactful (Owner),Date & Time when moved to Not Impactful,Suppliers,Linked Stories,Event Classification,Not Impactful Feedback,Feedback
801,Meninigitis warning as two teens hospitalised in new outbreak,Meninigitis warning as two teens hospitalised in new outbreak,Experts are urging young people to get vaccinated as soon as possible Medical experts have issued an urgent warning for youngsters to get a Meningitis jab as doctors battle to contain a meningitis...,Abeer Khan,2026-09-07 13:06:21.497,2026-09-07 13:59:05.073,Abeer Khan,2026-09-07 14:02:36.812,"POSSIBLE, A, AS, MEDICAL EXPERTS, PEOPLE, AN, CE LINK",0.0,Event,,AGREED
802,Explained: CompComm Authority’s Jurisdiction Over Foreign Banks,Explained: CompComm Authority’s Jurisdiction Over Foreign Banks,South Africa's Constitutional Court ruled on 30 June 2026 clarifying jurisdictional limits for the Competition Commission in the long-running forex cartel case; proceedings will continue against five banks while many others were dismissed or settled.,Deepika Rao,2026-09-07 13:05:30.744,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"OVER, FIVE, BNP PARIBAS, E ON, AND, LOCAL, INVESTEC, HSBC, STANDARD, CE LINK",0.0,Non-Event,,AGREED
803,Auto Innovators asks Congress to ban Chinese connected vehicles,Auto Innovators asks Congress to ban Chinese connected vehicles,"Auto Innovators urged U.S. Congress to ban sale, import, and manufacture of Chinese connected vehicles and tech; bipartisan bills and BIS rulemaking advanced, potentially restricting imports and market access in the U.S.",Deepika Rao,2026-09-07 13:05:29.916,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"THAT, A, INNOVATORS, AND, PROCESS, E CONN, E TECH, DURING, CE LINK",1.0,Non-Event,,AGREED
804,Auto Innovators asks Congress to ban Chinese connected vehicles,US automakers urge Congress to ban Chinese connected vehicles and technology - Automotive Technology Insight | Forecasts | Industry News,"Major US automakers urged the US Congress to permanently ban local sale, import and manufacturing of Chinese connected vehicles, hardware, and software, citing expanding Chinese exports; potential regulatory ban deadline Jan 3, 2027.",Deepika Rao,2026-09-07 13:56:19.925,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"THAT, EUROPE, D TECH, MAJOR, ND TECHNOLOGY, T C, AND, E CONN, CE LINK",1.0,Non-Event,,AGREED
805,SFDA flags misleading medical device ad; violations could draw SR5 million fine - Gulf Insider,SFDA flags misleading medical device ad; violations could draw SR5 million fine - Gulf Insider,"SFDA flagged a misleading ad for an osteoarthritis medical device, referred the advertiser to authorities, and closed a healthcare facility; violations could incur fines up to SR5 million, temporary closure up to 180 days, bans, and license revocation.",Deepika Rao,2026-09-07 13:05:28.050,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"HEALTHCARE, AND, E COMPANY, FINE, CE LINK, COMPANY",0.0,Non-Event,,AGREED
806,Fifth Third Bank begins transition of Comerica customer accounts after merger,Fifth Third Bank begins transition of Comerica customer accounts after merger,"Comerica customer accounts are being migrated to Fifth Third Bank following a $10.9B all-stock merger; temporary online/mobile service limits and over 70 branch closures announced, primarily affecting Michigan customers.",Deepika Rao,2026-09-07 13:05:28.026,2026-09-07 14:18:11.625,Deepika Rao,2026-09-07 14:24:46.970,"THAT, A, AS, SOME, FIFTH THIRD BANK, CUSTOMER A, E ON, COMERICA, CE LINK",0.0,Event,,AGREED
807,UN agency accused of Hamas ties sees another European nation cut funding,UN agency accused of Hamas ties sees another European nation cut funding,"Finland announced it will end funding to UNRWA after allegations of Hamas infiltration; donor withdrawals (US, Sweden, Finland) and investigations by USAID OIG and UN Watch are redirecting humanitarian aid channels in Gaza away from UNRWA.",Deepika Rao,2026-09-07 13:05:27.645,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"AT, AND, CE LINK",0.0,Non-Event,,AGREED
808,Ukraine maxi fire after Russian raid on shopping center in Zaporizhzhia,Ukraine maxi fire after Russian raid on shopping center in Zaporizhzhia,"A Russian attack on the night between Sunday and Monday ignited a large fire in a shopping mall in Zaporizhzhia, Ukraine; firefighters extinguished flames affecting 700 sqm, no casualties reported, and authorities responding to scene.",Deepika Rao,2026-09-07 13:05:24.369,2026-09-07 14:18:11.625,Deepika Rao,2026-09-07 14:24:46.970,"A, NON, CE LINK, O",0.0,Event,,AGREED
809,TD Bank Group Announces Senior Leadership Appointments To Accelerate Strategy And AI Execution,TD Bank Group Announces Senior Leadership Appointments To Accelerate Strategy And AI Execution,"TD Bank Group announced senior leadership appointments effective Sept 4, 2026, promoting Vlad Shpilsky, Renu Gupta, and Paul Whitehead, and confirming Taylan Turan’s departure; changes aim to align strategy, AI and operations.",Deepika Rao,2026-09-07 13:05:22.312,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"A, OSS TECHNOLOGY, STRENGTHEN, AND, AI, TD BANK, CROSS TECHNOLOGY, CE LINK",0.0,Non-Event,,AGREED
810,Jharkhand: Rising Ganga disrupts life in Sahibganj; power supply hit,Jharkhand: Rising Ganga disrupts life in Sahibganj; power supply hit,"...officials.

Floodwater has entered several rural and urban areas, affecting houses and disrupting road connectivity in parts of the Diara region.

Residents of flood-prone Bharatiya Colony have...",Deepika Rao,2026-09-07 13:05:22.255,2026-09-07 14:18:11.625,Deepika Rao,2026-09-07 14:24:46.970,"HIT, NG HO, URBAN, AND, COLONY, CE LINK",0.0,Event,,AGREED
811,Germany Faces Pressure Over Additional UAE Traffic Rights,Germany Faces Pressure Over Additional UAE Traffic Rights,"European pilots group urges Germany to reject UAE airlines' additional traffic rights during a state visit, citing risks of diverted connecting traffic and weakened European hubs; scheduled Germany-UAE capacity fell 14.6% year-on-year.",Deepika Rao,2026-09-07 13:05:20.604,2026-09-07 13:46:03.798,Deepika Rao,2026-09-07 13:48:00.161,"A, OVER, AS, GERMANY, BASE FOR BUSINESS, OPERATE, AND, MANY, CE LINK, BASE",0.0,Non-Event,,AGREED
