RowID,Cluster Title,Story Title,Story Summary,Owner,AI Captured Date & Time,Assigned Date & Time,Moved to Not Impactful (Owner),Date & Time when moved to Not Impactful,Suppliers,Linked Stories,Event Classification,Not Impactful Feedback,Feedback
501,"[Update Anak Krakatau] Four Airports Closed, Juanda on 24-Hour Alert as Flight Alternative","[Update Anak Krakatau] Four Airports Closed, Juanda on 24-Hour Alert as Flight Alternative","Anak Krakatau volcanic activity prompted closure of four airports and placed Juanda (Surabaya) on 24-hour alert to serve as an alternative flight hub, disrupting aviation and regional logistics.",Deepika Rao,2026-09-07 14:07:27.229,2026-09-07 14:18:11.625,Deepika Rao,2026-09-07 14:24:46.970,"CE LINK, SERTA",0.0,Event,,AGREED
502,"UAE Flights Delayed and Cancelled: Emirates, Etihad, flydubai Updates - UAE Times - Gulf News, breaking news","UAE Flights Delayed and Cancelled: Emirates, Etihad, flydubai Updates - UAE Times - Gulf News, breaking news","On 2026-09-07 UAE airlines (Emirates, Etihad, Air Arabia, flydubai) operated many services but faced delays and cancellations at Dubai, Abu Dhabi and Sharjah airports; volcanic ash in Indonesia and regional security tensions contributed to disruptions.",Abeer Khan,2026-09-07 14:06:34.581,2026-09-07 14:34:01.140,Abeer Khan,2026-09-07 14:36:10.597,"AIRPORT, AND, UPDATE, INTERNATIONAL, CE LINK, DUBAI INTERNATIONAL AIRPORT",1.0,Event,,AGREED
503,"UAE Flights Delayed and Cancelled: Emirates, Etihad, flydubai Updates - UAE Times - Gulf News, breaking news",UAE Flights Cancelled or Delayed Amid Travel Demand - SSBCrack News,"Multiple flights to and from UAE were delayed or cancelled on Sept 7, 2026, across Etihad, Emirates, flydubai, and Air Arabia; Jakarta routes affected by Soekarno-Hatta airport closure due to volcanic ash.",Abeer Khan,2026-09-07 14:16:30.639,2026-09-07 14:34:01.140,Abeer Khan,2026-09-07 14:36:10.597,"AIRPORT, AND, BY, AN, INTERNATIONAL, CE LINK",1.0,Event,,AGREED
504,The Liquidation Process in China: Key Steps to Close a Company,The Liquidation Process in China: Key Steps to Close a Company,"Article outlines China’s company liquidation process, steps and timelines, creditor notification duties, and director/shareholder personal liability risks; advises foreign investors to follow compliance and use advisory services.",Deepika Rao,2026-09-07 14:06:34.240,2026-09-07 16:10:04.133,Deepika Rao,2026-09-07 16:16:08.207,"A, CHINA, A COMPANY, AND, PROCESS, AN, F COMPANY, CE LINK, COMPANY, SEP",0.0,Non-Event,,AGREED
505,Centum’s James Mworia Appointed CEO of National Infrastructure Fund,Centum’s James Mworia Appointed CEO of National Infrastructure Fund,"James Mworia, long-time Centum CEO, was appointed founding CEO of Kenya's National Infrastructure Fund effective Sept 7, 2026; Centum named Thomas Omondi-Achola acting CEO.",Deepika Rao,2026-09-07 14:06:33.866,2026-09-07 14:18:11.625,Deepika Rao,2026-09-07 14:24:46.970,"A, BIG, NATIONAL, PROJECTS, CE LINK, PRIVATE",0.0,Event,,AGREED
506,"Missile War Monitor: Zelenskiy says the war will continue, Russia shuts Volga airports","Missile War Monitor: Zelenskiy says the war will continue, Russia shuts Volga airports","On Sept 6-7, cross-border drone and missile strikes by Russia and Ukraine targeted civilian and economic infrastructure, closing multiple Russian airports (Volga/Urals), damaging refineries and halting Metinvest's Kametstal steel plant, disrupting airspace, fuel and logistics.",Abeer Khan,2026-09-07 14:06:33.516,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"AT, INE AIRPORT, AND, CE LINK",0.0,Non-Event,,AGREED
507,"SKM ends stir on Chandigarh-Mohali border after Punjab govt promises action on water accords, loans","SKM ends stir on Chandigarh-Mohali border after Punjab govt promises action on water accords, loans","Punjab chapter of Sanyukt Kisan Morcha ended a week-long protest at the Chandigarh-Mohali border (Sep 1-7) after written assurances from the state government on water agreements, loan settlements and agricultural policy reforms.",Abeer Khan,2026-09-07 14:06:32.215,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"KISAN, BORDER, 7, CE LINK, ON",3.0,Non-Event,,AGREED
508,"SKM ends stir on Chandigarh-Mohali border after Punjab govt promises action on water accords, loans",Punjab farmers call off week-long protest after govt gives written assurances,A week-long farmers' protest at the Chandigarh-Mohali borders was called off after Punjab government gave written assurances on multiple demands; protest camp dismantled and farmers returned home.,Abeer Khan,2026-09-07 14:47:21.059,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"A, BY, CE LINK, ON",3.0,Non-Event,,AGREED
509,"SKM ends stir on Chandigarh-Mohali border after Punjab govt promises action on water accords, loans",Farmers in Punjab call off protest after Mann govt accepts their core demands,"Farmers protesting at the Chandigarh-Mohali border in Punjab called off their demonstration after the Mann government provided written assurances accepting core demands, including water-sharing reconsideration and loan settlement measures.",Abeer Khan,2026-09-07 15:28:29.718,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"CORE, AT, BORDER, MANN, CE LINK, ON",3.0,Non-Event,,AGREED
510,Vegetable oil glut at Indian ports could increase pressure on global prices,Vegetable oil glut at Indian ports could increase pressure on global prices,"India's large vegetable oil purchases have filled shore tanks, causing severe congestion at Kandla and Haldia, delaying vessel unloading up to 10 days; around nine vessels (~300,000 tons) waiting. Refiners plan to cut purchases, potentially pressuring global palm and soyoil prices.",Abeer Khan,2026-09-07 14:06:31.716,2026-09-07 14:34:01.140,Abeer Khan,2026-09-07 14:36:10.597,"A, MAJOR, E ON, IS, AVAILABLE, AS, AT, AND, BY, GLOBAL, T I, CE LINK, ON",0.0,Event,,AGREED
511,Managers of Wealth - Europe,Managers of Wealth - Europe,Article titled 'Managers of Wealth - Europe' is behind a paywall; no substantive content available to extract supply-chain disruptions.,Abeer Khan,2026-09-07 14:06:30.862,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"THAT, HERE, PASCAL, BE, BY, AND, IS, ASE CL, AN, CE LINK",0.0,Non-Event,,AGREED
512,Finland completes construction of 200km fencing along Russia border,Finland completes construction of 200km fencing along Russia border,"Finland completed 200 km of fencing along its 1,340 km border with Russia, citing security concerns after Russia's invasion of Ukraine; government seeks EU funding and proposed extending the Border Security Act.",Abeer Khan,2026-09-07 14:06:29.555,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"THAT, A, AS, FINLAND, BORDER, LARGE, ALONG, T I, HYBRID, CE LINK",3.0,Non-Event,,AGREED
513,Finland completes construction of 200km fencing along Russia border,Finland finishes 200-kilometer fence along Russian border,"Finland completed a 200-kilometer barrier along parts of its 1,300-kilometer border with Russia to prevent illegal crossings and directed migration; the project cost €356 million and crossed 17 municipalities, prompting landowner legal challenges.",Abeer Khan,2026-09-07 15:41:21.863,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"FINLAND, BORDER, RUSSIAN BOR, ALONG, PM, CE LINK",3.0,Non-Event,,AGREED
514,Finland completes construction of 200km fencing along Russia border,"Finland completes section of Russia border fence amid security, migration concerns - Russia","Finland completed 200 km of fencing along its 1,340 km border with Russia, including a pilot near Imatra; measures respond to security concerns after the 2022 Russia-Ukraine war and suspected instrumentalized migration.",Abeer Khan,2026-09-07 16:11:27.095,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"THAT, AS, FINLAND, VARIOUS, BORDER, AND, HYBRID, CE LINK",3.0,Non-Event,,AGREED
515,Finland completes construction of 200km fencing along Russia border,Finland fences Russian border to foil 'hybrid warfare,"Finland unveiled a 200km, 4.5m-high barbed-wire fence on its eastern border with Russia near Nuijamaa to deter alleged Russian 'hybrid warfare' by instrumentalising migrants; land border crossings remain closed and a temporary pushback law extension is proposed.",Abeer Khan,2026-09-07 15:41:20.398,2026-09-07 16:34:30.594,Abeer Khan,2026-09-07 16:36:49.520,"FINLAND, BORDER, NORDIC, RUSSIAN BOR, CE LINK",3.0,Non-Event,,AGREED
516,Advania UK names Annette Murphy as permanent CEO from September 2026,Advania UK names Annette Murphy as permanent CEO from September 2026,"...mid-market presence.

Advania UK has announced the appointment of Annette Murphy as Chief Executive Officer, effective 7 September 2026. Murphy will lead the IT services provider as it continues...",Abeer Khan,2026-09-07 14:06:28.700,2026-09-07 14:34:01.140,Abeer Khan,2026-09-07 14:36:10.597,"ADVANIA, AS, T C, 7, CE LINK",0.0,Event,,AGREED
517,Weverse Notifies Users Of Data Leak,Weverse Notifies Users Of Data Leak,"Weverse, HYBE's fan platform, disclosed a data breach on Sept 7, 2026 exposing payment records and account identifiers for roughly 420,000-422,000 users in South Korea; users were notified and platform operations continued.",Abeer Khan,2026-09-07 14:06:28.256,2026-09-07 14:34:01.140,Abeer Khan,2026-09-07 17:57:19.528,"A, AS, AND, T I, CE LINK",1.0,Event,,AGREED
518,Weverse Notifies Users Of Data Leak,"Weverse data breach affects 422,584 user accounts","Weverse disclosed a data breach where an external actor accessed internal account identifiers and transaction records for 422,584 user accounts; company notified KISA on Sept. 4, tightened API access controls, and warned users about phishing and refund scams.",Abeer Khan,2026-09-07 16:09:26.428,2026-09-07 14:34:01.140,Abeer Khan,2026-09-07 17:57:19.528,"A, FAN, BY, GLOBAL, INTERNAL, T I, CE LINK",1.0,Event,,AGREED
